CLID	FL1_NR	FL1.2_NR	FL10_NR	FL11b_CR	FL12_NR	FL13_NR	FL13.2_NR	FL14_NR	FL15_PR	FL16_PR	FL2_PR	FL3b_NR	FL4_CR	FL5b_CR	FL6_CR	FL6.2b_CR	FL7b_PR	FL8_PR	FL8.2_PR	FL9_NR	Spleen2	Spleen1	Tonsil2	Tonsil1
IMAGE:306812		0.44	0.138	-0.186	1.24	-0.101	0.133		-0.513	-0.216	-1.404	0.478	-0.601	-0.255	-1.087	0.553	0.103	-0.045	-0.216	0.209	0.534	0.486	0.044	-0.161
IMAGE:448021	-0.796	-0.659	0.673	-0.088	-0.892	0.812	-0.297		-0.291	0.758	0.633	1.457	-0.403	1.607	1.265	1.621	0	-0.227	-0.127	0.346	-1.897	-3.139	0.376	0.355
IMAGE:461824	-1.154	-1.018	0.142	-0.038		0.343	0.08		-0.367	0.444	0.988	-0.158	-0.266	0.434	0.351	0.822	-0.018	1.084	0.822	0	-0.917		-0.207	-0.819
IMAGE:343760	0.857	-0.025	-0.338	0.194	1.189		0.077		-0.469	-0.297		0.167	-0.289	-0.402	0.252	-0.318	-0.213	0.075	-1.245	0	0.116	1.161	-0.211	0.342
IMAGE:378365	0.437	0.231	0.068		0.911	-1.54	-0.16		-0.447	-0.411	-0.307	-0.196	0.743	-0.805	0.126	0.116	-0.513	0.02	-0.675	-0.02	1.734	-0.197	4.817	4.414
IMAGE:49162	0.215	0.357	-0.359	-0.143	-0.552	-0.51	-0.122	-1.042	0.575	-0.823	0.002	-2.194	0.703	1.005	0.004	0.787	0.325	0.094	0.136	-0.003	-2.038	-2.755	-0.149	0.16
IMAGE:448375	0.196		-0.03	0.409		0.681	-0.07	-0.316	0.877	0.064	-0.73	-3.076	0.25	0.32	-0.212	0.031	0.114	0.121	0.499	-0.13	-2.223	-2.808	-0.333	-0.436
IMAGE:460646	0.504	1.188	-0.402	-0.872	1.347	-0.337			-1.174	0.049		-0.165		-0.538	0.143	-1.007	-0.163	-0.032	1.207	-0.201	1.035	0.727	0.173	0.032
IMAGE:824126	0	0.109	0.297	-0.116	-1.317	-0.339	-0.552	-0.339	0.944	0.591	-0.397	-0.66	0.088	1.557	-0.593	0.17	-0.009	0.545	1.058	-0.535	-0.625		0.919	0.849
IMAGE:1551208	0.022	0.32	-0.228	-0.491	-0.519	0.109	-0.429	0.164	0.168	-0.293	-1.253	-1.643	0.132	0.066	0.074	-0.184	0.207	0.111	1.519	-0.98	-0.543	-1.201	0.052	-0.021
IMAGE:142331	-0.193	-0.73	-0.513	0.119	-0.114	-0.81	0.317		-0.275	-0.705	1.098	0.109	0.008	0.37	0.072	-0.336	-1.053	0	-0.158	0.227	-1.018	0.394	0.17	0.232
IMAGE:460189	-0.216	0.527	0.523	0.763	-1.38	-0.021	-0.547			0.845	2.084	-0.002	1.237	0.003	0.857	-0.583	0.603	1.534	1.579	-0.38	-1.405	-2.298	-0.546	-1.36
IMAGE:731058	0	-0.097	0.37	0.326	-0.915	-0.34	0.116		0.869	0.199	-1.084	-1.265	0.359	0.222	0.015	0.389	-0.217	0.392	1.214	-0.382	-1.162	-1.32	-0.348	-0.449
IMAGE:51851	0.394	0.23		-0.119		-0.679	0.033	1.746	0	-0.679		1.128	0.649	1.116	-0.376	0.024	-0.638	-0.097	-0.054	0.778	0.241	-0.434	-0.061	-0.019
IMAGE:878206	-0.011	-0.454	-0.212	-0.16	0.083	-1.676	-0.438		-0.55	-1.149	1.006	0.048	0	0.417	0.156	-1.131	-1.51	-0.094	0.487	0.285	0.469	0.702	0.156	0.08
IMAGE:1455508	0.169	-0.017	-0.338	0.817	0.643	-0.264	0.832	1.032	0.752	-0.424	1.287	-0.484	0.395	-0.293	0.2		-0.35	-0.115	-0.059	1.139	0.118	-0.197	0	-0.041
IMAGE:436552	0.002		0.098			0.356	-0.514	-1.484	0.404	0.178		-0.628	-0.085	-0.002	0.225	-0.214	0.113	0.32	0.26	0.023	-1.987	-2.314	-0.482	-0.177
IMAGE:84705	0.178	0.28	-1.364	-0.067	1.173	-1.385	0.329		-0.241	-0.284	-0.129	0.06	-0.373	0.564	-0.699	-0.212	-0.6	-0.349	0.006	0.291	0.134	0.286	0	0.006
IMAGE:1473914	0.938	-0.154	0.005	0.572	0.071	0.852	0.358		-0.184	0.419	0.365		-0.957	-0.716	-0.733	-1.085		-1.009		-0.005	1.497	1.598	-0.353	-0.551
IMAGE:744050	1.048	0.14	-0.7	-0.456	1.486	-1.349	-0.524	0.912	-0.198	-1.251	-0.443	0.042	1.081	-0.892	0.191	0.666	-0.737	-0.001	-0.796	0.552	0.179	0.2	0	-0.186
IMAGE:1500000	-0.09		-0.587	1.186	-0.87	1.117	-0.742	-0.628	-0.071	2.203		0.112	0.947	0.499	1.273	1.332	0.132	0.009	-0.237	-0.008	-0.335	-0.236	-0.436	0.128
IMAGE:415610	-0.378	-0.554	0.551	0.563	-0.726	-0.195	-0.68	-0.094	0.394	-0.373	-0.56	0.094	-0.455	0.128	1.621	1.816	-0.294	0.469	0.193	0.475	-0.21	-1.445	1.484	0.633
IMAGE:396192			0.22	0.476	-0.144	-0.045	1.604	1.038		0	0.583	-0.103	0.695	-0.078	-0.651	-1.033	-0.178	0.516	0.107	0.259	-1.009	0.646	-0.192	-0.229
IMAGE:32509	-1.01	-0.261	0	1.56	-0.696	0.738	0.469	-0.081	0.996	1.694	-0.247	1.43	0.145	-0.044	0.534	-0.558	0.754	0.122	0.569	-0.366		-0.764	-0.723	-0.417
IMAGE:1636176	-0.056	0.354	-0.074	-0.748	0.539	0.616	0.057	-0.345	-1.286	-0.368	-0.188	-0.53	-0.533	0.224	0.243	0.691	0.094	-1.053	-0.908	-0.145	1.412	0.859	0.599	0.123
IMAGE:745363	0.338	0.802	-0.614	-2.079	0.533	-1.674	-0.957		0.397	-0.442	-0.314	-0.439	0.471	-0.851	0.438	-0.96	0.295	1.306	1.152	-0.483	0.128	1.026	-0.592	0
IMAGE:193518		-0.583	-0.472	1.391	-0.19	0.11	-0.013		0.423	0.265	0.494	0.586	0.196	-1.849	-0.299	-1.957	0.012	0.227	0.056	0.322	-0.227	-1.065	-0.874	-1.372
IMAGE:453106	0.367	-0.367		0.232	1.033	0	0.819		0.097		0.49	-0.466	0.918	-1.003	-0.029	-0.714	-0.024	0.612	-0.117	1.508	-0.713	-2.293	0.136	-0.392
IMAGE:451351	0.401	0.473	-0.238	-0.583	0.222	0.76	0.689		-0.688	-0.159	-0.201	0.439	-0.643	-0.304	-1.058	0	-1.137	-1.015	-1.106	0.271	0.535	0.549	0.278	0.105
IMAGE:704261	-0.864	0.769	-0.057	0	-1.057	0.995	-0.417		0.091	1.66	0.069	0.869	-2.621	2.275	0.778		-0.041	-2.003		-1.304	-1.001	-1.619	0.017	0.219
IMAGE:40164	-0.054	0.025	0.332	-0.342	-0.026		0.02		-0.087	0.08	0.048	-0.026	0.839	-0.281			-1.027	-0.019	0.355	-0.536	3.128	3.057	0.224	-0.109
IMAGE:1455603	1.075	0.647	-0.041	-0.64	1.476		-0.092		-0.975	-0.883	-0.974	0	-0.225	0.031	0.095		0.084	0.156	-0.521	0.443	0.245	0.505	-1.181	-0.106
IMAGE:743987	0	0.56	0.541	-0.569	-1.705	0.14	-0.976		1.024	-0.465	0.199	-1.294	-0.095	0.137	-0.162	0.062	-0.349	0.16	0.21	-0.713	-1.857	-2.309	0.387	0.06
IMAGE:855476	0.298	-0.392	0.032	0.031	1.003	-0.573	0			-0.606	-0.857	0.873	-0.355	-0.044	-0.765		0.203	-0.028	0.091	0.266	1.558	1.829	-0.393	-0.483
IMAGE:146882	-0.044	0.302	-0.275	-0.409	-0.486	-0.815	-0.141	0.479	1.147	-0.331	-0.31	0.201	-0.4	1.513	-0.596	0.044	0.149	0.455	0.328	-0.194	-0.475	1.104	1	0.757
IMAGE:759159	0.391	-0.003	-0.549		-1.052		0.089		0.003	0.228	-0.332	0.279	0.776	-0.377	-0.279	0.424	1.102		-0.543	0.074	-0.618	-1.054	-0.003	0.21
IMAGE:448380	1.257	0.847	0.011	0.005			0.146		-0.358	-0.663	-0.549		-1.074	-0.356	0.015	-0.004	0.532	1.278	2.382	-1.65	-0.987	-1.479	-0.158	0.214
IMAGE:853367	-0.541	-0.383	0.139	-0.031	1.32	-0.385	0.609	0.216	-0.899	-0.315		0.384	-0.189	-0.968	0.197	0.107	0.339	0.052	0	0	-1.755	-2.378	0.05	0.456
IMAGE:413300	0.249	0.216	-0.319	0.303	-0.151	-0.021	0.151		0.213	0.463	-1.085	1.423	0.63	-0.296	0.412	-1.079	-0.164	-0.011	0.056	0.379	-0.579	-1.607	0	-0.288
IMAGE:298021	-1.059	-0.499	0.742	-0.174	-0.499	0.57	-0.321		0.775	-1.607	0.475	-0.279	0.977	0.347		0.884	0.173	1.194	0.882	0.238	-1.091	-1.204	-0.433	-0.469
IMAGE:814528	-0.162	0.053	-0.173		0.029	0.106	0.212	-0.201	-1.001	0.171	-0.262	-0.098	-0.021	-1.343	0.671	0.695	0.462		-0.342	0.609		-1.274	0.148	0
IMAGE:452363	0.006	-0.456	-0.053	-0.075	-1.123				0.667	-0.51	-0.934	0	0.184	1.377	-0.278	0.271	-0.545	0.167	0.511	-0.453	-0.059	1.045	0.697	0.637
IMAGE:487287	-0.425	-0.429	0.416	-0.908	-0.022	0.316	0	0.55	0.136	-1.479	0.264	0.45	0.345	-0.744	-0.591	-0.174	0.077	0.893		0.012	-1.58	0.278	-1.472	-1.052
IMAGE:1584411	0.222	-0.273	-0.11	1.032	0.788	-0.398	0.788		-0.806	0.17		0.154	0.038	-0.282	-0.13	-0.165	0.462	-0.591	-1.241	0.694	1.676	0.891	-0.353	-0.037
IMAGE:878417	-0.617	0	0.866	0.433	-0.473	1.042		-0.092	1.006	1.663	1.033	-0.416	-0.109	0.657	0.799	1.201	-0.295	0.805	1.272	-0.244	-1.365	-1.557	-0.711	-0.382
IMAGE:279670	0.506	0.035		0.451	0.669	-0.993	-0.37		-0.208	1.464	-0.087	1.03	-0.124	1.696	-0.603	0.475	0.158	-0.411	-0.561	-0.035	-0.153	-1.173	1.244	0.942
IMAGE:970255		0.268	0.702	-0.627	-1.395	0.298	0		0.973	-0.673	-0.137		0.531	0.179	1.053	0.255	-0.327	1.154	1.681	-0.264	-1.333	-1.648	-0.399	-0.561
IMAGE:460618	0.75	-0.262	-0.341	0		-0.619	0.932	0.15		-0.728	-0.346	-0.307	-1.008	-1.873	0.197		0.408	-0.423	1.05	0.312	0.459	-0.429	0.45	0.581
IMAGE:745604	1.015	0.554	0.222	-0.4	1.066	0.167	-0.643		-0.258	-0.441	-0.7	-0.409	-0.361	0.342	0.479	0.811	-0.13	-0.127	-0.089	-0.037	2.511	2.243	0	0.587
IMAGE:450240	-0.483	-0.841	1.071	0.883	-1.648	0.27		-0.305		-0.02	0.835	-1.601	1.298	1.47	0.275	-0.274	1.3	1.322	1.096	-0.237		-1.806	-0.544	0
IMAGE:431462	-1.163	-0.71	0.02		-0.02		-0.787			-0.207	1.121	0.019	0.282	-0.288	0.719	-0.481	0.263	-0.517	-1.532	-0.499	0.137	1.32	0.172	0.177
IMAGE:745525	0.024	-0.288	-0.281	0.577	2.312	-1.509	0.448		-0.926	-0.102		2.841	0.627	0.071	0.383	-0.157	1.215	-0.024	-0.516	0.642	-2.239	-1.874	-0.087	0.47
IMAGE:1470220	-0.087	-0.353	0.411	-0.89	-0.566	-0.3		-0.918	-0.368	0.231	0.527	-1.558	0.558	-0.916	0.169	-0.981	-1.037	0.645	0.577	0.641	0.05	0.352	1.053	0
IMAGE:586715	0.088	0.749	0.584	0.398	-1.25	0.087	-0.486	-0.101	0.429	0.211	0.313	-0.007	0.377	1.401	-0.311	0.469	-0.166	-0.486	0.007	-0.14	-1.479	-2.148	-0.424	-0.245
IMAGE:814769	-0.005	-0.032	-0.365	0.074	-1.424	-0.221		0.217	0.467	0.406	0	0.716	0.208	2.154	-0.195	0.313	-0.063	-0.463	-0.3	-0.174	-1.095	0.054	1.099	1.413
IMAGE:232842	-0.057	0.032	-0.257	-0.168	-0.085	-0.327	-0.523	0.665	0.31	0.755	-0.957	1.217	0.328	0.511	-0.384	0.758	0.085	0.173	-0.388	-0.032	-1.56	-2.913	0.112	0.152
IMAGE:435075		0.465	-0.264	-0.362	0.354	-0.189	0	0.9	-1.075	-0.143	-0.819	-0.541	-0.203	0.094	0.056	-0.67	-0.044	0.157	1.119	0.113	1.444	1.368	-0.38	0.111
IMAGE:151184	0.244	-0.572	-0.511	0.009	0.656	-1.224	-0.941		-0.768	-0.8		0.227	0.615	-1.441	-0.38	-0.32	0.582	-0.113	-0.007	0.245	0.466	1.418	0.008	0.448
IMAGE:856388	0.005	-0.039	0.066	0.042	-0.333	0.492	-0.016	0.272	1.099	-0.005	-0.441	-0.653	-0.241	1.152	-0.197	0.224	-0.48	0.271	0.307	-0.071	-1.791	-1.492	0.319	0.194
IMAGE:453358	-0.049	0.203	-0.346	0.034	-0.717	-0.034	-0.045	0.292	0.091	0.386	-0.463	0.771	-0.113	0.545	0.902	1.366	0.233	0.037	0.194	-0.063	-1.274	-2.333	-0.603	-0.185
IMAGE:432086	-0.038	-1.71	-0.39	-0.045	0.407		-0.115	1.188	-0.159	-0.236	-0.201	-0.008	0.562	-0.158	0.594		0.468	-0.118	1.048	0.311	0.824	0.57	0.007	0.035
IMAGE:280831	0.302	-0.163	0.045	-0.323	1.086		0.481	-0.098	-0.706	-0.245	-0.277	0.085	-0.11	-0.399	0.637	0.906	0.345	-0.581	-1.024	1.164	0.667	0.541	-0.424	0
IMAGE:1474500	0.335	0.352	-0.397	0.759	-0.507	0.16	0.366	0.143	0.603	-0.602	0.09	-0.876	-0.083	0.385	-0.251	0.887	-1.322	-0.126	0.583	-0.087	-1.367	-1.278	0.039	-0.039
IMAGE:433491	1	0.301	-0.876		1.827	-0.21	0.417	0.169	-1.243	-0.186	-1.63	-0.688	-0.789	-0.946	-0.015	0.295	0.284	-0.172	0.776	0	0.471	0.124	0.022	-0.167
IMAGE:1486752	0.587	0.219	0.066	-0.151	0.288	-0.929	-0.189		-0.265	-0.359	-0.384	-0.035	-1.256		-0.246		-0.144	0.401		0.036	1.855	2.45	2.768	2.525
IMAGE:1475195	0.546	-0.131	-0.615	1.506	-0.249	0.009	-0.779		-0.5	1.561	0	1.377	0.173	-0.973	0.045	-0.507	0.788	-0.055	0.138	-0.134	-0.493	-1.068	0.282	0.353
IMAGE:23219	-0.137	0.205	-0.759			1.025	0.191		1.089	1.522	-0.191	0.657	-0.859	-0.549	-1.123	-0.647	1.019	-0.9	-0.803		0.137	0.226	-0.598	0.615
IMAGE:824873	-0.485	0.457	0.857	-0.806	-1.727	0.052	-0.416		0	-0.778		-1.972	-0.218	1.745	-0.459	0.235	0.089	0.858	0.608	-1.02		-2.208	0.273	0.138
IMAGE:41447	0.366	-0.654	-1.053	0.112	1.587	-0.543	0.957		-1.772	-0.369		-0.285	-0.109	0.109	0.792	-0.382	0.731	0.245	0.337	-0.765	1.716	0.463	-1.203	-1.18
IMAGE:897135	0.053	-0.31	-1.667	0.352		0.932	0.185	-0.024	0.545	1.047	0	-0.894	-0.59	-0.27	-0.062	0.583	0.078	-0.666	-1.213	0.03	1.449	1.189	-0.98	-0.423
IMAGE:1474429	0.278	-0.589	0.053	0.916	0.395	-0.052	0.988		0.113	0.168	0.474	-2.215	0.906	-0.281	-0.408		0.947	-0.086	-0.19	0.926	-1.957	-1.853	-0.417	-0.315
IMAGE:1492287	-0.127	0.338	-0.293	-0.048	0.555	-0.234		0.247	0.389	0	-0.461	1.102	-0.594	-0.366	-0.51	-0.095	-0.317	0.175	0.227	-0.034	1.664	1.744	0.117	0.091
IMAGE:868815	0.641	0.432	-0.218	-0.647	0.69	0.16	-0.254	-0.649	-0.407	-0.214	-0.085	-0.346	0.371	-0.41	-0.464	0.203	0.113	-0.613	-1.113	0.086	1.346	1.353	0.689	0.693
IMAGE:1032362		0.018	0.521	-0.26	-0.028		-0.067		0.797	0.643	0.5	-0.681	0.513	1.38		0.798	-0.024	0.363	0.772	-0.019	-1.992	-2.318	-0.054	-0.103
IMAGE:855707	-0.137	0.156		-0.514	-0.462	-0.233	0.407		0	-1.302		1.05	0.008	1.775	-0.021	-0.138	1.222	0.801	1.261	-0.125	-0.822	-0.948	0.271	0.236
IMAGE:486710	0.012	0.406	0	1.012	-0.029	0.11	0.13		1.023	-0.053	-0.204	0.593	0.537	-1.693	-0.558	-0.684	0.02	0.407	-0.022	-0.224	0.044	-1.09	-0.067	-0.273
IMAGE:884836			-0.612	0.292	1.3	-0.042	-0.193	0	-0.778	-0.433		1.074	-0.8	-0.543	-0.309	0.287	0.703	-0.205	0.186	0.901	0.952	1.033	-0.161	0.105
IMAGE:970451	0.374	0.415	0.149	0.192	-0.769		0	0.183	0.826	0.271	0.056	-2.224	0.378	-0.391	-0.826	0.001	-0.044	-0.105	0.558	-0.387	-1.364	-1.99	-0.353	-0.253
IMAGE:49524	-0.102			-0.091	-0.543	0	0.126		0.848	-0.084	0.165	-0.816	0.432	1.022	-0.375	0.12	-0.167	0.373	0.541	-0.401	-1.122	-1.263	0.239	0.022
IMAGE:824719	0.18	-0.343	0	0.13	-1.358	0.353	-0.523		0.221	-0.378			-0.478	0.621	-0.311	-0.095	0.329	0.478	0.906	-0.261	-2.344	-3.051	0.064	0
IMAGE:752661	0	0	0.742	0.709	0.091	-0.334	-0.773		1.152	0.714		-0.167	1.909		0.436	-0.041	-0.833	-0.291	0.307	0.798	-1.387	-1.102	-0.967	0.081
IMAGE:855486	-0.777	-1.064		0.844	0	-0.386	-0.044		0.27	0.478		0.747	1.153	0.118	0.844	-0.213	0.715	0.444	-0.255	0.276	-0.222	-1.103	-0.619	-0.6
IMAGE:384795			0.237	-0.187	-0.251	-0.676	1.038		-0.298	0.126	-0.123	-0.024	0.268	-0.227	-0.164		-1.016	0.024	0.053	-0.288	0.503	0.68	2.218	3.138
IMAGE:453195	-0.439	0.345	-0.418	0	1.107		0.307		-0.84	-0.521	-0.436	0.896	-0.933	-0.149	-0.955		-0.59	-0.062	0.469	0.018	2.297	2.053	0.174	0.54
IMAGE:740965	0.527	0.51	0.304	2.463	-0.318	-0.173	1.14		-0.435	-0.215	-0.366	0.209	0.37	-0.023	-0.437	-0.076		-0.681	-0.062	-0.317	0.024	1.616	1.013	0.485
IMAGE:770346	0.398	0.47	-0.196	0.096	-0.354	0.523	-0.407		0.243	0.585	-1.011	-1.817	-0.363	0.024	-0.414	0.446	0.109	0	0.885	-0.225	2.217	-1.541	-0.18	-0.174
IMAGE:825461	0.333	0.038	-0.733	-0.082	0.655	-1.183	-0.552	0.286	-1.276	-0.099	-0.214	1.581	-0.016	-0.492	-0.867	0.016	0.238	-0.371	-0.67	0.067	1.051	0.159	0.131	0.394
IMAGE:462802	-0.207	0.324	-0.345		-0.711	0.403	-0.009	-0.976	0.573	0.153	-0.635	-2.57	0.009	1.072	0.324	0.668	0.154		1.166	-0.258	0.065	-2.505	-0.31	-0.094
IMAGE:815515	0.568	0.72	0.561	0.2	0.026	0.167		0.057	-0.025	-0.025	0.374	-1.794	-0.046	0.315	-0.12	-0.279	0.664	-0.392	-0.17	0.231	-1.17	-1.516	-0.336	
IMAGE:743828	0.255	0.588	-0.11	-1.277			1.476		0.373	0.218	-0.446	-0.508	-0.29	-0.42	0.111	-0.739	-1.191	-0.236		-0.549	0.276	0.907	0.237	0.117
IMAGE:825649	-0.274	0.086	0.439	0.201	-0.093	0.098	0.414	-0.7	0.161	1.08	-0.676	1.351	-0.227	-0.23	0.056	-0.392	0.422	0.383	0.244	-0.057	-0.566	-1.598	-0.728	-0.445
IMAGE:857612	0.036	0.054	-0.178	-0.61	1.523	-0.27	-0.017		-0.337	-0.612	-1.094	0.951	-0.444	-0.007	-0.359		0.478	0.722	0.084	-0.491	1.274	0.539	0.318	0.008
IMAGE:78680	0.474	0.411	-0.654	-0.39	0.92	-1.043	-0.05	0.235	-0.372	-0.953	0.301	-0.707	-0.55	-0.112	0.012	-0.157	-0.012	-0.032	0.649	0.046	1.07	1.058	0.04	0.147
IMAGE:1526789	-1.248		-0.006	1.331	-1.349	-1.077	-1.907	0.005	0.377	1.338	-0.929	0.692	0.125	0.564	0.407	1.146	0.804	0.302	-0.77		-1.911	-3.288	-0.208	-0.308
IMAGE:855079	-0.953	0.3	-0.963	0.726	-0.564	0.737	0	0.432	-0.522	-1.1	0.152	0.908	0.541	-1.824	-0.001		-1.299	0.073	0.345	-0.859	-1.402	-0.58	0.529	0.538
IMAGE:815013	-0.7	-0.17	0.41	1.339	0.022	-0.151	-0.218		0.737			0.681	1.121	1.003	-0.022	-0.741	0.59	0.856		0.378	-1.757	-2.385	-0.189	-0.14
IMAGE:436490	-0.712	-1.074	0.671	0.06	0.926	-0.688	0.677		-1.671	-0.252	0.559	-0.345	0.543	-1.222	0.582	-1.551	0.129	-0.581		0.541	0.296	0.429	-0.674	-0.06
IMAGE:324533	0.351	-0.1	-0.146	0.457			-0.778	1.184	-0.05	0.295		0.266	-1.122	-0.263	0.53		-0.223	-0.315	-0.698	0.249	0.924	1.051	-0.076	0.05
IMAGE:1584551	0.214	-0.569	-0.277	-0.602	0.476	0.284	0.15		-1.002	-1.083	-1.118	0.235	-0.01	0	0.145	0.801	-0.898	-0.443	-0.014	-0.153	1.439	0.997	0.453	0.147
IMAGE:267464	0.452	-0.213	0.467	0	0.631			0.039	0.361	0.635	-0.091		1.666	-1.778	-0.84	-0.172	-0.067	-1.083	-0.146	0.833	0.55	1.368	-0.376	-0.39
IMAGE:23933	0.18	0.205	-0.147	-0.265	0.095	0.052	0.243	-0.877	0.521	-0.094	-0.441	-1.398	-0.307	0.551	-0.052	0.552	-0.423	-0.095	0.341	0.403	-1.236	-1.618	0.29	0.315
IMAGE:824111	0.045	1.125	0.237	1.23	-0.489	0.631	-0.315	-0.564	1.568	0.598	-0.509	-1.341	1.138		-0.439	0.481	-0.052	0	0.822	-0.468	-1.833	-2.77	0.073	-0.536
IMAGE:1475734	-0.021	-0.615	-0.327	0.098	0.266		1.045	-0.295	-2.288	1.134	0.076	1.254	-0.722	1.011	-0.143	-0.482	-1.622	-0.163		1.275	-0.233	0.022	0.214	0.076
IMAGE:462506	-0.164	0	0.334	0.77	-0.36	0.808	-0.483	-0.246	1.075	0.806	0.049		0.219	-0.138	-0.068	0.351	-0.142	0.373	0.168	0.332	-1.509	-1.639	-0.135	-0.01
IMAGE:250869	-0.374	0.206	-0.111	-0.132	0.58	-0.77	0.641	0.067	-1.145	2.414	-0.231	0.27	-1.41	-0.775	-0.177	0.148	0.216	0	0.091	-0.036		-0.344	0.561	0.589
IMAGE:124331	-0.005	0.214	-0.45	0.43	-0.176		-0.247	-0.944	0.45	-0.248	-0.662	-0.402	0.004	1.386	-0.128	0.548	0.636	0.271	0.762		-1.286	-1.398	0.09	0.281
IMAGE:1536452	0.161	-0.149	-0.122	-0.131	-0.36	0.585	0.254	-1.12	0.272	0.389	0.325	-0.43	-0.102	0.543	0.179	0.721	0.146	0.093	-0.261	0.052	-2.011	-2.393	-0.215	-0.053
IMAGE:882694	0.65	1.275	0.19	0.838	-0.934	0.388	-0.236	-0.843	0.952	0.134	-0.454	-0.877	1.171	-0.81	-0.255	0.021	-0.021	0.728	1.288	-0.737	-1.264	-0.737	-0.023	0.09
IMAGE:683986	-1.002	0.37	0.119	-0.274	-1.096	0.307	0.203		0.036			-1.357	0.292	0.08	0.281	-0.278	0.557	0.687	0	-0.161	-2.371	-3.227	-0.007	-0.134
IMAGE:277414	0.913	0.179	-0.135	-0.042		0.066		-0.073	-0.306	0.042	-0.286		0.414	-1.044	-0.176	0.494	0.225	-0.129		1.316	-1.043	-1.22	0.619	0.402
IMAGE:121605	0	0.757	0.819	0.432	-0.826	-0.016	-0.467		0.7	0.168	-0.226	-0.003	0.448	1.525	0.044	0.825	0.041	-0.038	0.292	-0.484	-1.07	-2.141	-0.285	-0.348
IMAGE:1467671	-0.049	0.052	0	-0.15	-0.12	0.306	-0.386		0.618	0.023	-0.093	-1.215	0.582	-0.002	0.197	0.616	0.393	0.366	1.453	0.033	-0.763	-1.759	-0.296	-0.2
IMAGE:291272	1.137	0.76	0.407	-0.517	-0.385				-0.03	-0.373	-0.249	-0.386	-0.432	0.853	-0.462	-0.431	0	0.133	1.088	-0.063	1.583	0.738	0.504	0.075
IMAGE:1035796	-0.153	-0.12	-0.609	0.802	0.13	-1.394	-0.074	0.607	1.534	-0.71	-0.492	-0.012	-0.182	1.943	-0.172	0.011	-0.552	0.679	0.85	0.233	-0.784	0.549	0.908	1.001
IMAGE:297908	0.867	1.019	-0.049	-0.486	1.271	-0.061	0.039		-0.106	-1.187	-0.191	0	0.697	-0.452	0.173	0.079	-0.004	-0.164	-0.49	-0.897	2.46	1.297	0.2	0.471
IMAGE:360876	-0.227	0.528	0.439	0	-1.088	0.564	-0.156		0.495	0.724	0.221	-1.737	-0.012	-0.175	0.049	0.314	0.192	0.595	0.768	-0.318	-2.178	-2.353	-0.4	-0.259
IMAGE:167267		1.17	-0.337	-0.534			-0.332		-0.283	0.073	1.147	-0.458	-0.055	1.046	0.344	-0.414	-0.337	1.397	2.125	0.771	-0.107	0.581	-0.48	0.055
IMAGE:1031994	0.258	0.652	-0.766	0.927	0		-1.056	-0.18	-0.264	2.703	-0.784	0.818	-0.447	-0.436	1.526	2.922	-0.778	-0.367	-0.742	0.661	-0.322	0.129	2.143	1.759
IMAGE:700681	-0.06	-0.276	0.841	-0.208	-0.309	0.065	0.748	-0.782	0.616	-0.168	-0.995	-1.866	0.722	0.047	1.024	0.263	0.516	0.665	1.104	0.48	-2.068	-3.082	-0.046	-0.294
IMAGE:746245	0.365		0	-0.375	-0.292	0.322	-0.992	-0.446	0.326	0.442	-0.384	0.825	0.05	1.091	-0.23	0.711	-0.148	-0.092	-0.644	0.112	-1.467	-1.915	0.781	0.655
IMAGE:714437	1.022	0.254	-0.085	0.115	-0.44	0.184	-0.953	-1.184	0.602	-0.285	-0.12	-0.909	0.683	-1.05	0.579	0.887	-0.666	0.694	0.638	0.096	-0.051	-0.683	0.023	-0.022
IMAGE:289505	0.281	0.46	0.388	0.662	-0.36	-1.358	0		0.364	1.072	0.155	0.476	-0.106	-0.071	1.494	1.284	-0.254	-0.038	0.466	-0.034	-0.518	-2.04	-0.12	-0.339
IMAGE:41333	-0.015	0.075	-0.141	0.38	-0.549	0.132	0.204	0.1	0.217	-0.423	0.03	-0.633	0.004	-0.004	-0.028	0.017	-1.151	0.367	0.282	-0.112	-1.836	-1.489	0.173	-0.074
IMAGE:814584	0.182	0.576	0	-0.035	-0.725	0.117		-0.083	0.45	0.197	0.167	-1.776	-0.097	0.683	-0.162	0.454	-0.441	-0.357	0.386	-0.047	-1.97	-2.181	0.058	0.3
IMAGE:1593261	0.251	0.019	-0.157	-0.286	0.586	-0.462	0.576	-0.162	-0.589	-0.034	-0.971	0.398	-0.02	-0.967	-0.411	0.32	0.036	-0.461	1.63	-0.405	1.045	1.305	0.212	0.214
IMAGE:461933	0.028	0.204	0.02	-0.026	-0.879	-0.324	-0.842	-0.205	1.64	0.23	-0.177	-0.14	-0.881	2.348	-0.218	-0.019	0.267	0.753	0.672	0.125	-1.377	-0.483	0.799	0.852
IMAGE:506497	0.211	0.357	-0.474	-0.436	1.094	-0.78	-0.128	0.11	-0.693	-1.203		0	-0.675	-0.312	0.144	0.041	0.154	-0.259	-0.573	-0.15	1.561	1.406	0.16	0.369
